Text,Label
"My survey response also did not seem to save. I also responded to the multiple choice question in the first session, and it did not appear in the progress. I wrote a response to the first response question in the first session and am not sure if it saved. Is there a way to revise your response after you submit it? I hit a red (I think it was called) redo button and my whole response disappeared. It would be helpful to be able to revise answers and resubmit without having to re-write the entire response. Am I missing something in how this works?",1
Hell ye!,0
"You raise an important point in clear compelling words. Yes, children (or any learners) who are not ready to learn due to economic or social crises face problems of social justice highly crippling to personal endeavor beyond survival efforts. I continue to be amazed by the extensive efforts of educators to extend a hand (a meal, a blanket, an 'ear', and much more) to students so tragically disadvantaged. This is a systems problem.",0
I think is 0.8 instead of 1.8,0
"I always like to emphasize with my students that mistakes are how we learn. At the start of the school year, we discuss the fact that if none of us made mistakes, then we really wouldn't need to be in school because we'd all be perfect! Therefore, mistakes are encouraged and analyzed together so we can learn. I take the pressure off individual students by shifting the paradigm. Instead of, \What mistakes did some of you make on this problem?\"" I ask, \""What are some common errors students might make on a problem like this one?\"" This allows students to discuss frequent errors without feeling any sense of ownership or embarrassment from a mistake. Once we have developed the culture, most students openly own their mistakes and gladly share so others can learn from them.""",0
"In Senegal Italian development cooperation has financed a project on girls' education focusing on primary school. It provided scholarship for girls, psychological and pedagogic assistance, mentoring, training for teachers and curricula revision as well as all the other key points in order to promote girls education such as communication and awareness campaigns with communities, parents, religious leaders, teachers and so on. Moreover, in order to make activities sustainable, the project promoted economic activities for the mothers’ organisations, working within the schools, providing services for students at low cost (uniforms, meals, etc.).This approach has been recognised by the Senegalese Ministry of education and cited in the new sectorial programme for education as a best practice in order to enhance its gender policy. As a consequence, Italian cooperation has decided to finance another phase of the same programme. This phase will put the focus on secondary education and all the aspects relating to reproductive health as well as women rights as human rights. The programme will also give an important place to women alphabetisation, giving a second chance to young women who dropped out.",0
"Dear Anne,Thank you and your team very much for this wonderful opportunity. I firmly believe that, nothing is more empowering to a woman than education and awareness. I am a medical student in the United Kingdom, a little bogged down by science and frustrated at the lack of global perspective to health, especially women's health. I would like to pursue obtaining the Statement of Accomplishment and I was wondering whether it is too late to do so? I am very excited to begin this course! Thank you. Urji",1
I like the idea that working together you develop your own vernacular.Solving problems involves the courage to persevere.You need confidence.Could use more group work to solve problems where the group stay the same and develop their own understanding of problem solving.one part of every lesson becomes a regular PBL type activity which is shared afterwards or carried on aver several lessons.,0
"This one sentence conveys connection and relationship, positivity that makes it easier to be open to a challenge to your thinking or effort, and the expectation of excellence. It causes questioning, reflection and evaluation even before reading the comment to follow. There is a lot to think about in less than a dozen words.",0
"Sir, this is amazing. With the amount of introductory statistics courses available online these days (*Statistics in Medicine* being, perhaps, one of the most accessible for the layman as well as complete), we'll soon reach a critical mass of students of all sorts of backgrounds. Courses on particular aspects of statistics will soon make a lot of sense; a \statistics in law\"" course would, no doubt, be fascinating, considering what you just said, as well as the legal examples provided throughout *Statistics in Medicine*. Maybe this will inspire Prof. <redacted> for future Stanford courses..?""",1
"I also found it tricky. I got the right answers, but was thinking for a long time before convincing myself that my solution is correct. I would not think there is any need to calculate sensitivity from the numbers provided, since it is so obvious just looking at data that it would be a terrible test.",0
"With x^2 in the model, the shape is quadratic. I think of lm() as an algorithm using the method of least squares to find the smallest error and best estimate of the coefficients. This algorithm can also be used to find the smallest error and best estimates of the coefficients when the shape of the curve is other than linear.",0
"I think it means you anwered it right. You can also check \Progress\"" after each submission. If the gray bar goes to the top, your answer was correct.""",0
"In my opinion, it is both A and B that contribute most often to an individiual's struggle with mathematics. Are they equally responsible? Is the lack of one influencing the other? I don't know...But I do believe that students can develop the ability to succeed in mathematics if it is not inherently there, and I also believe that there are ways to communicate the concepts in an Algebra class to anyone, given the time and the effort on both sides of the table.",0
Hi everyone!I have finished grading 4 essays. But still haven't got back my grade (previously stated in the email we should be able to view ours once we grade right?). Is there anyone facing the same problem?Thanks.,1
"I have question about this slide. When I listen to the professor speech, P(A&B) of 52 cards = 2/52. How do you get that? I though P(A&B) = P(A) + P(B) which is 26/52 + 4/52 = 32/52. Can anyone explain?",1
1. no fear of math2. not wound up about failing3. not worried about taking a new math class4. persistance5. playfulness about figuring things out6. an interesting in building things with their hands that require maths 7. a mindset that sees math thinking just as we see reading,0
"I've wanted to start doing this in order to simulate the effect of blood flow going from your skin/tissue back into the core, and then letting it reverse by changing the temperature of the water. I've heard that is an old remedy for helping your body's metabolism and in some cases practiced by people who have lived very long lives (not sure about statistics). I'm wondering if anyone's had that experience that can speak on it?",1
I agree!,0
"Jam, I would also like to hear the details of your problem. I think those kinds of problems are a fun way to get kids to practice computation.",0
"How did u resubmit,I have to resubmit too, but I have no idea where and how.",1
It is a text file. You can use any text editor (e.g. notepad) or you can open it in R by selecting File | Open Script and you will see a display of all the .R files in your default directory. If the file is not in that directory you will have to navigate to it.,0
"I had a question early on in the course, which I would still be interested to hear your answer to. I completely agree about the importance of cultivating a growth mindset, and that a fixed mindset can be very damaging and stifle attempts at learning. The question that arises for me is around whether there are any limits to brain plasticity and learning, as it applies to maths? Have there been any attempts to identify a genetic component through, for example, twin studies? Is there any such thing as innate ability in this area, and how large a role does this play? Maybe it doesn't matter, in the sense that what we are trying to do as teachers, is to help everyone to reach their full mathematical potential, whatever that may be...?",1
"At around 3:30, professor Taylor seems to indicate that the height of the triangle in both graphs is the same. Is this correct?",1
"But don't worry, you get a chance to submit a third essay later",0
"Do I round the probability number then multiply by 100 to get the percentage or after I multiply by 100?<P> For example, P(A) = 0.1269<p> Do i round 0.1269 to say X.XX = 0.13 then multiply by 100 to get 13%<p> or do I multiply 0.1259 x 100 = 12.69 then says my answer is 12.69% ?",1
"Thanks for your reaction! I agree with what you say in the first part. However, in the second part, the order S-V-O does not change. If it would, we would have a sentence like \the ball kicked she\"". Therefore I think her explanation could have been better.""",0
"I loved that they used the word \free\"" to describe math!! They have gotten the idea that they are free to look at math problems in many, many different ways. That is not a word that is often used by children to describe math. I was surprised by how much they didn't mind mistakes. They said it was ok to make mistakes.""",0
"...the chest of that hopeful girl who's crush turns to ask her a question in the middle of class..... Almost sounds like Corey has had personal experience doesnt it? :)(with the roles reversed that is)*winks.Anyhue, these videos are very practical, apart from the exhaled carbon dioxide, we also sweat alot in the process....its quite easy to relate to the physiology of stress coz everyone has felt it first hand...Thanks again.....",0
I had this eraser too! Great way to present it.,0
a fantastic course of practical importance for hikers and sports man in particular and also for health lifestyle.,0
"The choices for Essay 2 are copied below. Most of these seem to require self-identification.1.Write an introduction section for an original manuscript you are currently drafting.2.Rewrite the introduction section of a manuscript that you previously published. Make it clearer, more succinct, and easier to understand (target audience is your classmates!)3.Revise/edit the introduction section of a published manuscript in your field (not your own work). Make it clearer, more succinct, and easier to understand.4.Write a Letter to the Editor of a journal in your field in response to a recently published article.5.Write a Letter to the Editor of a newspaper or magazine in response to a current science-related article.",0
"This is a great course that one can revisit time and time again to gain proficiency, particularly when combined with the ELements of Statistical Learning. Will the website remain open to students after the course is over?",1
"Too true. They don't realise how much damage it actually causes. Many do it with the best of intentions, reassure their kids when upset.",0
"Hello, I already searched for team mates on Piazza and I have people for the group. There is 4 people by now asking they want to be a part of my group. Now, can you please tell us where to form the group? On google groups? Or Piazza...? And can you please guide us, if there are some group assignments, themes, debates? Where to find that info? Thanks,",1
"Yes, it's important to realize that there is more than one RIGHT way!",0
"We do not use ability grouping for math in my school. Two years ago, in 3rd grade (which is the grade I teach) our administrator asked the 3rd grade team to split our students by ability for reading. We did this for several reasons, but primarily because we had to document for RTI (Response to Intervention) for those students reading below grade level. We used several tools to determine where to place children and the children were never told that they were being \grouped\"", just that we were changing teachers for reading groups. [And, yes, some of them could figure out what we were doing.] The groups were fluid, however, so that if a child made significant progress in reading ability, he or she was \""moved\"" to another teacher (essentially another/higher group). What we discovered was that those children who were so very low that they couldn't read was that once they were placed in a very small class, they began to participate more AND their reading difficulties became more obvious. Why? Because suddenly those children could not disappear into the larger group. They felt more at ease responding because they were in the same boat as everyone else at the reading table. Most of those children made huge strides in their reading levels.As a teacher I noticed that even though we used several tools, some children were incorrectly placed. The students in my class were reading way beyond the 3rd grade level and were considered the advanced group; however, some of those students simply did not have the maturity to be in such a class and found themselves way over their heads.I know this is not about math and I recognize the problems with grouping or labeling; however, I see the benefits for those 3rd graders who are so woefully behind in their reading skills. They need that small group setting--those intervention strategies to bring them up to speed.""",0
"In my opinion keeping this restriction is very efficient for the NBA and for youth also.When student study at the college for one year they will have a chance to make the right decision. If talented youth prefer sports they may forgo college, and if they continue education may also succeed in the future. More educated youth will also increase human capital.One year at college will develop in youth knowledge that will help to make a right decision, to find the best opportunity cost.",0
"I find the easiest way to get to the data is with:data=read.csv(file.choose(), header=TRUE)This allows you to navigate to where you have stored the file.",0
"I think \behavioral factors\"" would also belong in your parenthesis, as it is a possible confounder.Deleterious effects would call for \""*are* unquestioned\"" and we do not say \""an excess body fat\"" (correct me if I am wrong, I would write \""an excess *of*\""... or \""excess body fat\"". So careful about the grammatical details here.I think you weren't bold enough in editing, you can make this shorter and clearer. But you did shorten a little bit so give yourself a pat on the back (point).""",0
"Interesting article — thanks.> As far as I know, the p-Value is to be interpreted as> \Assuming that the null hypothesis is true, how likely is it> to see data as extreme or extremer than the data we have> seen.\""That sounds correct.> This sounds rather reliable, so where is the catch?## **Firstly**The p-value doesn't tell how likely it is that that the nullis true in the first place. In particular, a low p-valuedoes **not** necessarily mean that the null is unlikely.## **Secondly**If the p-value is 0.05, it means that there's a 5 percentchance that the results could have happened even if therewere no real effect.This means that 5 percent of tests where there's no realeffect will give \""significant\"" p-values just due to thenatural random variability.----**More detail on first point**To make up an outlandish example...Suppose we want to study whether Professor Hastie has beenabducted by aliens.We will study this question by observing whether he postsany comments on the forum today.Our null hypothesis is that he has *not* been abducted byaliens.Assume, for the sake of argument, that Professor Hastieposts comments on 96 percent of days. (This may not beaccurate, but the story is more colorful with a high-profilefigure.)Suppose at the end of the day, there is no post fromProfessor Hastie.Well, we know there's only a 0.04 chance of that happeningwhen the null is true (that is, when he is not abducted byaliens.)So the p-value is 0.04, which is less than 0.05.Does that mean that we've got good evidence that ProfessorHastie has been abducted by aliens ?Of course not.In particular, does it mean that there's only a 4 percentchance the null is true ?No.If you are highly skeptical about alien abduction, you willsay that the \""prior\"" probability of alien abduction is solow, that the posterior probability is still low (eventhough the lack of postings is consistent with alien abduction.)----**More detail on second point**What the article seems to be concerned about is the following.If there are a lot of people doing tests where there's noreal effect, 5 percent of these people will get\""significant\"" results by chance. Call these \""falsepositives\"".If, in addition, there are only a few doing tests wherethere *is* a real effect, the total number of falsepositives could be more than the number of real positives.If all \""significant\"" result were published, this could meanthat most published""",0
"One powerful aspect of the dot card number talk is affirming the role that visualization plays in mathematics. Then students had to verbalize what they had visualized. Finally, they had the opportunity to see and analyze the wide range of ways to visualize the problem.I think this can help students try more ways of seeing a problem, especially if they get stuck. And for teachers, it is extremely important to be able to perceive the ways that ours students are working through problems. We not only have to figure outa way to solve problems. We also have to understand our student's approaches to check and guide to correct.",0
"I have it too. What seems to have made a difference for me this year was the addition of significant and consistent resistance training. Usually my toes go numb, red and swollen and I have an excruciating chillblain on a left toe by about late November. While I'm regular year round with cardio, I've never invested much into weights. I think altering my metabolic rate with the use of training this year may have \cured\"". Science seems to back me up?""",1
I too misunderstood the UTC deadline and could not complete the homework yesterday evening. I'll join the chorus in asking for an extension. Thank you for your consideration.,1
"Hear, hear!",0
"Thank you so much. I will post a review of this book in Amazon,UK.",0
"me too...i got wrong two questions on the supply demand use of language so it is VERY HARD to nderstand the phrases like ie. if price increases the demand will decrease..that is my logic..u dont buy something which price went up (?)“The price of bicycles rose, and therefore the demand for bicycles went down.” for me this is CORRECT..? Why is NOT correct“The price of bicycles fell, decreasing the supply of bicycles.”FOr me this is also CORRECT if people dont sell bycicles suppliers willstop producing!Can someone explain WHY this is NOT correct?thank you",1
"While we all admire the class participation \The mathematician lament\"" came to my mind. She tries to use her backyard as an example, ending on a subtraction problem that started as a division problem. The class is centered on three students, one completely wrong, two with good ideas. In the end she said \""the algorithm to solve is....\"" And stops the video. I guess she was going to tell how to solve the problem. I did not see the arguments, to convince friends, enemies, etc.""",0
"Would love to hear more from her as well, all the speakers in this course are amazing",0
They could then understand the value of making mistakes and see how much learning can take place while making mistakes. We could have a great conversation around that (sorry I sent my original post prematurely),0
This was my thought too.,0
"Is 1+2+1, 1+2+3+2+1, 1+2+3+4+3+2+1,.......Of course,it's easier with square numbers, for the case 100 is just 101*101",0
nope,0
"The goal 2 is closely related with the girls' education, and the rest of them depend in one way or another of the goal 2, because education in girls has the power to influence in health, economy and childhood.",0
"I think it's interesting to hear the different ways that others see things, yet come up with the same answer.",0
"I would have my students think of a time they felt like they grew the most academically. I would then have them identify the qualities that led to that growth. Hopefully as a result of this, things like being challenged, making mistakes, trying things new ways would be mentioned. From there I would move into the idea that the brain tends to grow more and we tend to learn more when we make a mistake. I would then perhaps share a story of my own mistake-making in order to let the students know that everyone makes mistakes and then have a few students volunteer to share out something that they feel they learned as a result of an initial mistake (if it was math related, it would be even better!). This would likely lead into a discussion of why it works that way, which could be supported by data and videos on the brain. Even better would be if the traits were captured on pieces of paper and then posted in the classroom (alongside an image of a growing brain) to help remind students of the things that lead to learning, so they could identify and go back to those things when in a situation where they feel they aren't learning, or are stuck, make a mistake, etc.",0
"I agree, that our society has a genetic view of math ability. You're born with it or you aren't. Other cultures seem to have more of an effort or persistence view. \If you work hard you can get it.\"" We have this view of general intelligence, too. I found that 7th grade was where many students who had been TAG finally hit the wall. What it meant to be good at math was no longer just memorize stuff. I used to have tearful conferences with TAG students and their parents, telling them that everyone hits the wall somewhere, and this is as good a time as any to re-set what they think being smart means. Being smart means that you can handle some frustration, can persevere, can get clear about where you are stuck, and are willing to ask question and listen to others.""",0
firefox add-on https://addons.mozilla.org/en-US/firefox/addon/download-youtube/,0
"Four years ago, my first year teaching, I was warned about a \difficult\"" student before the start of the school year. I was told to put his mother's phone number on my cell so I could call her immediately when he gave me trouble. No one had anything positive to say about him. I was troubled by the universally negative view of this child and was determined to give him a positive experience in a classroom. During the first week I called his mom. She picked up the phone and said, \""What has he done now?\"" I told her how nice it was to have him in my class (I had made sure to make the call during the \""honeymoon\"" period) and I gave specific examples of things he had done successfully in class and mentioned that I saw that he clearly had the potential to do well. I heard a huge sigh of relief. We talked about working together to make this year a good stepping off point for high school and that I wanted to try to channel his energy into being a leader. Throughout the year, I continued to reinforce my belief in his potential by identifying examples of clear mathematical thinking even when he might have made arithmetic errors. His mom and I spoke frequently and only one of those conversations had to be about \""problem\"" behavior. This experience was not universal among his other teachers.I guess this is a kind of long winded way of giving an example of the positive impact of demonstrating true belief in a student's potential by looking past the \""bad kid\"" stereotype with which he had always lived.""",0
"The Goals that are ***directly linked to educating girls** are:* **Goal 2** (Achieve universal primary education) and **Goal 3** (Promote gender equality and empower women ). *The **goals that are dependant on educating girls*** are: **Goal 1** (Eradicate extreme poverty and hunger),**Goal 4** (Reduce child mortality),**Goal 5** (Improve maternal health ) **Goal 6** (Combat HIV and AIDS, malaria and other diseases). However one can argue that **Goal 7** (Ensure environmental sustainability) by Integrating principles of sustainable development,and reversing the loss of environmental resources, can be also dependant on a more aware society. Hence education might play a vital role for better environmental sustainability.Girls education springs into all aspects of life, from social, to economic, to political. It is a vital route to achieve development, social justice and better universal health. I believe that if the UN could achieve universal primary education,and eliminate gender disparity in primary and secondary education , the other MDGs will fall into place a lot easier. Hence the 1mry focus should be on those goals that are directly related to education. For a nation to rise, education is the first and most vital step, and from there, better health, economic development, social awareness, and a more efficient work force can be obtained. Thus proving that education is the best tool to combat both disease and poverty; especially women's education, since women are the primary caregivers in most families, and are very influential in society.",0
"Your experience sounds both rewarding and frustrating. I'm glad to hear that you're finding that these growth mindset classes offer you the opportunity to differentiate your feedback. It's something I try to do, but it's hard to get to all of the students who want help. I like the questions that are suggested because I think, over time, kids will expect to reflect for themselves and also ask their peers.",0
"mike, ignore my question. Thank",0
"The message I have been hearing my whole life is that a person is either a math person or not. No in between. You can't become good at math, you just have to be born with the quality.",0
"I had the same problem, I did not understand what problem they were solving until one of the students actually wrote it on the board. It was difficult to hear what they were saying.",0
"This made me think more deeply about making mistakes, and teaching kids that it's okay to make mistakes. In fact, we have been talking about it in class a lot. Well, I thought I was pretty clever and I gave them a challenge math problem the other day. I was going over their papers and I realized I'd made a really bad mistake on the problem. The problem had to do with trimming a tree. In the problem, it said that every year my husband would trim the tree about 3 inches. Then, I realized that I didn't say how much the tree would grow every year. Well, these kids are so used to getting information and processing it without questions. We've trained them to do that. So I started to think that I need to make a big deal of this and show them my mistake with diagrams and see if they can figure out my mistake in writing this problem. This got me to think about the video and how the math has to feel right to us and make sense. It is scary that we no longer allow kids to trust in their math sense and visualize problems. If we give them more opportunities to question and explore, hopefully we can get kids to wonder and try to make sense of the world instead of looking to a person or a book for the correct answer.",0
Education...Education..and...Education...!!what I can summarize after reading this article is that...all the facts discussed in this article are directly centralized on the 'Education' or awareness on the various issues of these Childrens.,0
"It's interesting how few (if any) \protesters\"" have posted their submissions for us (peers) all to see if their claims have any validity.""",0
Got answer wrong for Q-13.It looks like you have to compare the difference between adjusted and unadjusted beta for all the variable in the exclusively breast fed infant with the DHA group.Though this is not clear in the explanation.,1
We are excited to have you participate in our course.,0
that sounds really unfair. Hope we hear from the team.,0
I agree that we cannot forget about the risk of inflation. We will come back to that in later lessons. Thank you for the great chart!<nameRedac_<anon_screen_name_redacted>> <nameRedac_<anon_screen_name_redacted>>,0
Be brave and make mistakes! Only the brave will make mistakes! Only the brave will learn the most!,0
"Through this reading, besides all outstanding facts, numbers and cases, I liked the difference that it is made about \development issues\"" approach and \""human rights issues\"" approach and its consequences, when speaking about women´s health. It was enlightening, specially to always have it in mind when analyzing gender based public policies.Also, there was a small phrase that catch my eye, when reading about the diverse range of human rights violations that women across the world, suffer everyday, it was the \""objectification of women´s bodies\"", which I think is poorly analyzed in other courses or gender studies, but still is a huge \""invisible\"" problem that also affects developed countries, leading to disrespect and low self-esteem to/from women since early ages, meaning any form of violence, suicide, mental disorders, etc...and a cycle that never ends.""",0
"Can anyone tell me how IQR region is calculated,I have done quiz but still not getting as my answer was coming in -sign.",1
